continent,country,income,life_exp,population,year,alpha_2,alpha_3
africa,Sudan,831.0,31.4,6228670.0,1914,SD,SDN
asia,Vanuatu,815.0,24.3,41069.0,1914,VU,VUT
americas,Puerto Rico,2334.0,38.29,1199000.0,1914,PR,PRI
europe,Portugal,2330.0,35.6,5980000.0,1914,PT,PRT
europe,Poland,2996.0,44.66,26299869.0,1914,PL,POL
asia,Pakistan,1373.0,23.68,20172683.0,1914,PK,PAK
asia,Samoa,1949.0,25.4,37389.0,1914,WS,WSM
europe,Georgia,1111.0,37.07,2536286.0,1914,GE,GEO
americas,Brazil,1531.0,31.98,24161000.0,1914,BR,BRA
africa,Eritrea,679.0,30.2,709446.0,1914,ER,ERI
africa,Equatorial Guinea,426.0,29.8,109793.0,1914,GQ,GNQ
africa,Djibouti,1107.0,29.9,47026.0,1914,DJ,DJI
americas,Honduras,2246.0,33.9,668000.0,1914,HN,HND
asia,Cambodia,1041.0,35.0,3098972.0,1914,KH,KHM
americas,Dominican Republic,1125.0,29.9,767000.0,1914,DO,DOM
europe,Greece,3604.0,43.06,5463000.0,1914,GR,GRC
americas,Ecuador,1066.0,32.9,1703000.0,1914,EC,ECU
europe,Luxembourg,4546.0,50.07,234183.0,1914,LU,LUX
europe,Croatia,3301.0,36.1,2805738.0,1914,HR,HRV
americas,Costa Rica,2222.0,35.1,390000.0,1914,CR,CRI
africa,Niger,706.0,30.8,2038157.0,1914,NE,NER
europe,Denmark,7649.0,58.53,3018000.0,1914,DK,DNK
africa,Malawi,356.0,30.3,1034455.0,1914,MW,MWI
americas,Antigua and Barbuda,1455.0,33.54,31386.0,1914,AG,ATG
asia,Kuwait,2586.0,26.0,104316.0,1914,KW,KWT
africa,Guinea-Bissau,841.0,32.0,407791.0,1914,GW,GNB
americas,Trinidad and Tobago,2088.0,38.8,357000.0,1914,TT,TTO
americas,Argentina,7004.0,45.66,7885000.0,1914,AR,ARG
asia,China,946.0,32.0,441957999.0,1914,CN,CHN
americas,Chile,3729.0,32.02,3469662.0,1914,CL,CHL
africa,Ghana,1183.0,28.0,2092805.0,1914,GH,GHA
americas,Bahamas,2809.0,35.18,55083.0,1914,BS,BHS
europe,Netherlands,7015.0,57.2,6277000.0,1914,NL,NLD
europe,Bosnia and Herzegovina,1187.0,35.1,1941263.0,1914,BA,BIH
americas,El Salvador,2151.0,28.7,1030000.0,1914,SV,SLV
europe,Sweden,4943.0,58.26,5667753.0,1914,SE,SWE
americas,Aruba,1601.0,34.42,31533.0,1914,AW,ABW
asia,Sri Lanka,1982.0,29.2,4838000.0,1914,LK,LKA
europe,Armenia,972.0,39.2,974537.0,1914,AM,ARM
americas,Barbados,1740.0,32.12,167355.0,1914,BB,BRB
africa,Lesotho,419.0,32.8,560009.0,1914,LS,LSO
africa,Gabon,420.0,30.6,347132.0,1914,GA,GAB
europe,Montenegro,2593.0,35.4,290092.0,1914,ME,MNE
asia,Bahrain,2723.0,30.3,82649.0,1914,BH,BHR
africa,Angola,1045.0,26.98,3096236.0,1914,AO,AGO
asia,Afghanistan,833.0,27.04,5784848.0,1914,AF,AFG
asia,Qatar,2528.0,30.8,18059.0,1914,QA,QAT
europe,Belgium,5700.0,42.0,7723000.0,1914,BE,BEL
europe,Austria,5786.0,46.8,6806000.0,1914,AT,AUT
africa,Algeria,2132.0,29.16,5566549.0,1914,DZ,DZA
africa,South Africa,4906.0,33.5,6287355.0,1914,ZA,ZAF
asia,Bangladesh,1179.0,22.86,31944959.0,1914,BD,BGD
asia,India,1383.0,23.72,253340282.0,1914,IN,IND
africa,Cameroon,993.0,28.75,2458537.0,1914,CM,CMR
africa,Burkina Faso,535.0,29.2,3298029.0,1914,BF,BFA
asia,Philippines,1595.0,30.9,8327127.0,1914,PH,PHL
africa,Central African Republic,678.0,30.0,750875.0,1914,CF,CAF
europe,Belarus,1379.0,42.92,5569908.0,1914,BY,BLR
africa,Ethiopia,542.0,29.7,11096893.0,1914,ET,ETH
europe,Greenland,1096.0,33.56,18048.0,1914,GL,GRL
africa,Gambia,886.0,28.8,207671.0,1914,GM,GMB
europe,Germany,4793.0,46.18,66096000.0,1914,DE,DEU
americas,Belize,1102.0,28.75,41439.0,1914,BZ,BLZ
africa,Benin,944.0,31.0,1588771.0,1914,BJ,BEN
europe,Romania,3183.0,35.7,12500113.0,1914,RO,ROU
asia,Bhutan,759.0,28.8,141558.0,1914,BT,BTN
asia,Fiji,1106.0,26.1,144897.0,1914,FJ,FJI
africa,Mauritius,1495.0,30.54,371086.0,1914,MU,MUS
americas,Canada,6717.0,53.86,8093000.0,1914,CA,CAN
americas,Nicaragua,2647.0,25.4,684111.0,1914,NI,NIC
asia,Malaysia,1559.0,30.6,3144000.0,1914,MY,MYS
africa,Burundi,465.0,31.5,1859565.0,1914,BI,BDI
americas,Cuba,3453.0,36.08,2507000.0,1914,CU,CUB
asia,Myanmar,1258.0,30.8,12433000.0,1914,MM,MMR
europe,Bulgaria,2448.0,43.95,4768749.0,1914,BG,BGR
americas,Guyana,2312.0,32.17,317266.0,1914,GY,GUY
africa,Egypt,1363.0,33.0,12333155.0,1914,EG,EGY
europe,Finland,3353.0,49.73,3053000.0,1914,FI,FIN
americas,Colombia,1516.0,32.0,5330000.0,1914,CO,COL
americas,Grenada,1432.0,37.3,66698.0,1914,GD,GRD
americas,Guatemala,1846.0,25.82,1590533.0,1914,GT,GTM
africa,Guinea,547.0,30.68,2252702.0,1914,GN,GIN
americas,Uruguay,6785.0,32.9,1223000.0,1914,UY,URY
africa,Sierra Leone,1155.0,25.1,1489699.0,1914,SL,SLE
africa,Togo,1073.0,31.3,1017490.0,1914,TG,TGO
americas,Haiti,1653.0,29.0,1923000.0,1914,HT,HTI
europe,Hungary,3571.0,40.68,7855621.0,1914,HU,HUN
europe,Iceland,3232.0,51.92,113164.0,1914,IS,ISL
asia,Japan,2001.0,40.71,52396000.0,1914,JP,JPN
asia,Indonesia,1396.0,30.0,47829111.0,1914,ID,IDN
asia,Iraq,1702.0,31.2,2668910.0,1914,IQ,IRQ
europe,Ireland,4559.0,54.56,3083789.0,1914,IE,IRL
asia,Israel,1077.0,32.0,445931.0,1914,IL,ISR
europe,Italy,5135.0,49.89,37526000.0,1914,IT,ITA
americas,Jamaica,1076.0,38.2,840000.0,1914,JM,JAM
africa,Chad,668.0,30.9,1432000.0,1914,TD,TCD
asia,Jordan,1720.0,31.7,350402.0,1914,JO,JOR
asia,Kazakhstan,2784.0,31.4,4822534.0,1914,KZ,KAZ
africa,Kenya,1314.0,25.5,2574000.0,1914,KE,KEN
africa,Comoros,781.0,32.1,117848.0,1914,KM,COM
asia,Uzbekistan,888.0,32.13,4540269.0,1914,UZ,UZB
europe,Lithuania,3102.0,45.7,1845043.0,1914,LT,LTU
africa,Liberia,1028.0,31.1,678094.0,1914,LR,LBR
europe,Latvia,1834.0,49.5,1400295.0,1914,LV,LVA
asia,Lebanon,2334.0,29.7,663166.0,1914,LB,LBN
africa,Libya,3332.0,33.1,859860.0,1914,LY,LBY
asia,Australia,8353.0,57.34,4933000.0,1914,AU,AUS
africa,Madagascar,918.0,30.5,3194741.0,1914,MG,MDG
asia,Maldives,837.0,32.65,71394.0,1914,MV,MDV
europe,Azerbaijan,1700.0,34.37,2082265.0,1914,AZ,AZE
africa,Mali,624.0,26.41,3330744.0,1914,ML,MLI
europe,Malta,1855.0,48.55,246929.0,1914,MT,MLT
europe,Ukraine,1864.0,40.55,26740254.0,1914,UA,UKR
africa,Mauritania,833.0,32.0,565790.0,1914,MR,MRT
asia,Kiribati,626.0,24.9,23503.0,1914,KI,KIR
europe,France,4506.0,37.85,41476000.0,1914,FR,FRA
americas,Mexico,2395.0,29.14,14960000.0,1914,MX,MEX
europe,Cyprus,2593.0,47.22,284612.0,1914,CY,CYP
asia,Solomon Islands,514.0,25.1,87067.0,1914,SB,SLB
asia,Papua New Guinea,756.0,31.5,1362466.0,1914,PG,PNG
asia,Mongolia,696.0,31.8,726439.0,1914,MN,MNG
africa,Morocco,873.0,33.1,5189027.0,1914,MA,MAR
africa,Mozambique,417.0,30.28,4720536.0,1914,MZ,MOZ
africa,Namibia,2203.0,32.4,229000.0,1914,NA,NAM
asia,Nepal,902.0,32.8,5696935.0,1914,NP,NPL
europe,Estonia,2291.0,47.5,791368.0,1914,EE,EST
asia,New Zealand,8688.0,53.69,1143000.0,1914,NZ,NZL
africa,Nigeria,1371.0,30.4,18082008.0,1914,NG,NGA
europe,Norway,4919.0,57.82,2472000.0,1914,NO,NOR
asia,Oman,1621.0,32.3,444331.0,1914,OM,OMN
europe,Albania,1406.0,35.4,902780.0,1914,AL,ALB
africa,Zambia,900.0,32.6,867579.0,1914,ZM,ZMB
africa,Botswana,629.0,33.6,132814.0,1914,BW,BWA
americas,Panama,2450.0,32.9,365000.0,1914,PA,PAN
americas,Paraguay,2714.0,35.5,608000.0,1914,PY,PRY
americas,Peru,2625.0,35.7,4350000.0,1914,PE,PER
asia,Vanuatu,824.0,24.3,41240.0,1915,VU,VUT
americas,Uruguay,6271.0,32.9,1246000.0,1915,UY,URY
americas,United States,8081.0,55.1,100941000.0,1915,US,USA
europe,Ukraine,1919.0,35.0,26988569.0,1915,UA,UKR
africa,Uganda,731.0,25.3,2873947.0,1915,UG,UGA
asia,Turkmenistan,2371.0,27.26,878259.0,1915,TM,TKM
africa,Tunisia,1160.0,28.8,1935327.0,1915,TN,TUN
americas,Trinidad and Tobago,2134.0,38.8,362000.0,1915,TT,TTO
asia,Tonga,934.0,28.2,23780.0,1915,TO,TON
africa,Togo,1073.0,31.3,1026457.0,1915,TG,TGO
asia,Thailand,1366.0,30.4,8957000.0,1915,TH,THA
europe,Switzerland,10675.0,55.95,3883000.0,1915,CH,CHE
africa,Zambia,930.0,32.6,883326.0,1915,ZM,ZMB
americas,Suriname,3163.0,32.9,165155.0,1915,SR,SUR
africa,South Sudan,829.0,26.67,1609280.0,1915,SS,SSD
asia,Solomon Islands,522.0,25.1,87460.0,1915,SB,SLB
europe,Slovenia,3442.0,36.6,1082861.0,1915,SI,SVN
asia,Singapore,2678.0,34.0,341000.0,1915,SG,SGP
africa,Seychelles,1332.0,48.81,23780.0,1915,SC,SYC
europe,Serbia,3318.0,16.0,4949307.0,1915,RS,SRB
asia,Tajikistan,1274.0,29.04,1112129.0,1915,TJ,TJK
africa,Senegal,814.0,25.2,1910471.0,1915,SN,SEN
asia,Saudi Arabia,1021.0,32.1,2698360.0,1915,SA,SAU
asia,Samoa,1973.0,25.4,37187.0,1915,WS,WSM
europe,Poland,3041.0,44.97,25896036.0,1915,PL,POL
europe,Germany,4559.0,40.53,66230000.0,1915,DE,DEU
europe,Georgia,1141.0,36.67,2559624.0,1915,GE,GEO
asia,Japan,2148.0,40.9,53124000.0,1915,JP,JPN
europe,France,3968.0,35.63,40481000.0,1915,FR,FRA
europe,Finland,3154.0,49.54,3083000.0,1915,FI,FIN
asia,Fiji,1134.0,26.1,146567.0,1915,FJ,FJI
africa,Sao Tome and Principe,1052.0,31.0,46202.0,1915,ST,STP
europe,Romania,3156.0,35.7,12473284.0,1915,RO,ROU
africa,Egypt,1397.0,33.0,12525256.0,1915,EG,EGY
africa,Morocco,893.0,33.1,5268246.0,1915,MA,MAR
americas,Dominican Republic,1142.0,29.9,785000.0,1915,DO,DOM
asia,Bhutan,761.0,28.8,142242.0,1915,BT,BTN
europe,Cyprus,2616.0,47.46,288240.0,1915,CY,CYP
africa,Madagascar,936.0,30.5,3216598.0,1915,MG,MDG
africa,South Africa,4871.0,33.5,6424644.0,1915,ZA,ZAF
asia,Myanmar,1344.0,30.8,12541000.0,1915,MM,MMR
americas,Cuba,3547.0,36.29,2585000.0,1915,CU,CUB
asia,United Arab Emirates,2187.0,30.7,51859.0,1915,AE,ARE
americas,El Salvador,2169.0,28.7,1052000.0,1915,SV,SLV
americas,Aruba,1640.0,34.42,31698.0,1915,AW,ABW
europe,Turkey,1981.0,7.0,14768355.0,1915,TR,TUR
africa,Rwanda,499.0,31.8,1669349.0,1915,RW,RWA
asia,Qatar,2406.0,30.8,18223.0,1915,QA,QAT
europe,Bulgaria,2334.0,44.02,4818001.0,1915,BG,BGR
africa,Algeria,2169.0,28.66,5636978.0,1915,DZ,DZA
africa,Comoros,782.0,32.1,118777.0,1915,KM,COM
europe,Portugal,2275.0,35.6,5988000.0,1915,PT,PRT
europe,Luxembourg,4725.0,51.47,235712.0,1915,LU,LUX
americas,Mexico,2362.0,29.57,14950000.0,1915,MX,MEX
europe,Austria,5329.0,47.37,6843000.0,1915,AT,AUT
africa,Sierra Leone,1157.0,25.1,1499699.0,1915,SL,SLE
africa,Gambia,888.0,28.8,209220.0,1915,GM,GMB
europe,Estonia,2358.0,44.5,798660.0,1915,EE,EST
europe,Denmark,7020.0,58.46,3055000.0,1915,DK,DNK
asia,Papua New Guinea,760.0,31.5,1371052.0,1915,PG,PNG
americas,Colombia,1540.0,32.0,5468000.0,1915,CO,COL
asia,Bangladesh,1149.0,23.03,32104713.0,1915,BD,BGD
africa,Somalia,783.0,29.4,1816955.0,1915,SO,SOM
asia,Nepal,900.0,32.8,5755466.0,1915,NP,NPL
africa,Benin,951.0,31.0,1604306.0,1915,BJ,BEN
africa,Namibia,2236.0,32.4,229000.0,1915,NA,NAM
africa,Eritrea,683.0,30.2,718877.0,1915,ER,ERI
asia,Cambodia,1043.0,35.0,3128217.0,1915,KH,KHM
europe,Hungary,3492.0,40.91,7871272.0,1915,HU,HUN
africa,Burkina Faso,535.0,29.2,3322089.0,1915,BF,BFA
europe,Albania,1424.0,35.4,907586.0,1915,AL,ALB
africa,Central African Republic,690.0,30.0,754467.0,1915,CF,CAF
europe,Greece,3680.0,43.32,5502000.0,1915,GR,GRC
americas,Guatemala,1861.0,25.82,1607488.0,1915,GT,GTM
africa,Mali,624.0,26.41,3361511.0,1915,ML,MLI
africa,Libya,3373.0,33.1,864160.0,1915,LY,LBY
asia,Jordan,1747.0,31.7,352821.0,1915,JO,JOR
europe,Latvia,1888.0,40.3,1413215.0,1915,LV,LVA
europe,Spain,3152.0,43.05,20535000.0,1915,ES,ESP
africa,Zimbabwe,998.0,33.7,2139508.0,1915,ZW,ZWE
africa,Botswana,633.0,33.6,135526.0,1915,BW,BWA
europe,Bosnia and Herzegovina,1178.0,35.1,1958350.0,1915,BA,BIH
africa,Gabon,421.0,30.6,350046.0,1915,GA,GAB
asia,Yemen,1214.0,23.39,3332869.0,1915,YE,YEM
americas,Barbados,1766.0,32.12,165835.0,1915,BB,BRB
africa,Angola,1076.0,26.98,3118749.0,1915,AO,AGO
asia,India,1340.0,23.92,254782730.0,1915,IN,IND
africa,Burundi,465.0,31.5,1873997.0,1915,BI,BDI
europe,Armenia,998.0,38.8,983470.0,1915,AM,ARM
americas,Argentina,6716.0,46.2,8072000.0,1915,AR,ARG
americas,Canada,7061.0,54.31,8191000.0,1915,CA,CAN
asia,Bahrain,2725.0,30.3,83423.0,1915,BH,BHR
americas,Brazil,1498.0,31.98,24674000.0,1915,BR,BRA
americas,Belize,1119.0,29.31,41930.0,1915,BZ,BLZ
europe,Iceland,3171.0,53.66,113902.0,1915,IS,ISL
africa,Chad,679.0,30.9,1432000.0,1915,TD,TCD
europe,Belgium,4652.0,40.0,7759000.0,1915,BE,BEL
europe,Sweden,5120.0,57.2,5712642.0,1915,SE,SWE
africa,Sudan,847.0,31.4,6256424.0,1915,SD,SDN
americas,Chile,3562.0,32.08,3509420.0,1915,CL,CHL
europe,Norway,5087.0,58.17,2498000.0,1915,NO,NOR
africa,Cameroon,1002.0,28.75,2465844.0,1915,CM,CMR
africa,Equatorial Guinea,428.0,29.8,110157.0,1915,GQ,GNQ
americas,Grenada,1438.0,37.3,66598.0,1915,GD,GRD
europe,Malta,1872.0,49.03,248538.0,1915,MT,MLT
africa,Nigeria,1396.0,30.4,18159434.0,1915,NG,NGA
africa,Guinea,548.0,30.69,2272640.0,1915,GN,GIN
americas,Nicaragua,2676.0,25.4,701803.0,1915,NI,NIC
africa,Guinea-Bissau,842.0,32.0,410513.0,1915,GW,GNB
americas,Guyana,2347.0,32.52,319459.0,1915,GY,GUY
americas,Haiti,1670.0,29.0,1955000.0,1915,HT,HTI
asia,Pakistan,1339.0,23.99,20338721.0,1915,PK,PAK
asia,Indonesia,1398.0,30.0,48388665.0,1915,ID,IDN
europe,Ireland,4519.0,54.81,3043943.0,1915,IE,IRL
asia,Iraq,1730.0,31.2,2726016.0,1915,IQ,IRQ
africa,Djibouti,1139.0,29.9,47389.0,1915,DJ,DJI
asia,Israel,1026.0,32.0,438741.0,1915,IL,ISR
europe,Italy,5152.0,42.34,37982000.0,1915,IT,ITA
europe,Croatia,3290.0,36.1,2830513.0,1915,HR,HRV
americas,Jamaica,1103.0,37.0,842000.0,1915,JM,JAM
americas,Costa Rica,2247.0,35.1,390000.0,1915,CR,CRI
europe,Azerbaijan,1749.0,33.97,2101433.0,1915,AZ,AZE
asia,Kazakhstan,2866.0,31.0,4866843.0,1915,KZ,KAZ
africa,Kenya,1326.0,25.5,2574000.0,1915,KE,KEN
asia,Timor-Leste,654.0,28.95,391488.0,1915,TL,TLS
asia,Kiribati,644.0,24.9,23571.0,1915,KI,KIR
asia,Kuwait,2517.0,26.0,105417.0,1915,KW,KWT
africa,Ghana,1395.0,28.0,2143825.0,1915,GH,GHA
americas,Antigua and Barbuda,1491.0,33.54,31184.0,1915,AG,ATG
americas,Peru,2799.0,35.7,4405000.0,1915,PE,PER
asia,Lebanon,2258.0,29.7,677641.0,1915,LB,LBN
africa,Liberia,1031.0,31.1,683681.0,1915,LR,LBR
europe,Greenland,1130.0,33.22,18170.0,1915,GL,GRL
asia,Afghanistan,837.0,27.03,5840220.0,1915,AF,AFG
americas,Bahamas,2911.0,35.18,54780.0,1915,BS,BHS
europe,Lithuania,3193.0,39.5,1862054.0,1915,LT,LTU
asia,Australia,8128.0,57.86,4971000.0,1915,AU,AUS
africa,Malawi,356.0,30.3,1056878.0,1915,MW,MWI
asia,Malaysia,1591.0,30.6,3207000.0,1915,MY,MYS
asia,Philippines,1468.0,30.9,8487314.0,1915,PH,PHL
americas,Ecuador,1097.0,32.9,1717000.0,1915,EC,ECU
asia,Maldives,837.0,32.65,71193.0,1915,MV,MDV
europe,Belarus,1418.0,37.37,5621148.0,1915,BY,BLR
americas,Paraguay,2748.0,35.5,622000.0,1915,PY,PRY
africa,Mauritania,838.0,32.0,568148.0,1915,MR,MRT
africa,Mauritius,1514.0,28.5,371784.0,1915,MU,MUS
africa,Niger,710.0,30.8,2048875.0,1915,NE,NER
asia,Mongolia,697.0,31.8,727881.0,1915,MN,MNG
americas,Puerto Rico,2385.0,38.32,1217000.0,1915,PR,PRI
europe,Montenegro,2584.0,35.4,292663.0,1915,ME,MNE
asia,Uzbekistan,911.0,31.73,4582052.0,1915,UZ,UZB
africa,Mozambique,417.0,30.28,4761485.0,1915,MZ,MOZ
europe,United Kingdom,9330.0,48.2,43296057.0,1915,GB,GBR
europe,Netherlands,6627.0,57.22,6395000.0,1915,NL,NLD
asia,New Zealand,8664.0,54.13,1152000.0,1915,NZ,NZL
africa,Lesotho,419.0,32.8,564232.0,1915,LS,LSO
asia,Sri Lanka,1855.0,34.44,4905000.0,1915,LK,LKA
asia,Oman,1645.0,32.3,444663.0,1915,OM,OMN
asia,China,957.0,32.0,446829000.0,1915,CN,CHN
americas,Panama,2478.0,32.9,383000.0,1915,PA,PAN
africa,Ethiopia,543.0,29.7,11254444.0,1915,ET,ETH
americas,Honduras,2275.0,33.9,677000.0,1915,HN,HND
africa,Zimbabwe,999.0,33.7,2154838.0,1916,ZW,ZWE
asia,Yemen,1218.0,23.39,3357575.0,1916,YE,YEM
americas,United States,9061.0,54.2,102364000.0,1916,US,USA
asia,United Arab Emirates,2082.0,30.7,52297.0,1916,AE,ARE
asia,Turkmenistan,2108.0,27.26,886357.0,1916,TM,TKM
europe,Turkey,1880.0,19.0,14653878.0,1916,TR,TUR
africa,Tunisia,1172.0,28.8,1968841.0,1916,TN,TUN
asia,Tonga,945.0,28.2,23979.0,1916,TO,TON
asia,Timor-Leste,655.0,28.95,395831.0,1916,TL,TLS
asia,Thailand,1357.0,30.4,9094000.0,1916,TH,THA
asia,Tajikistan,1132.0,29.04,1122343.0,1916,TJ,TJK
europe,Switzerland,10616.0,56.59,3883000.0,1916,CH,CHE
africa,Uganda,733.0,25.3,2881736.0,1916,UG,UGA
americas,Suriname,3211.0,32.9,166404.0,1916,SR,SUR
africa,Sudan,864.0,31.4,6284300.0,1916,SD,SDN
europe,Spain,3285.0,43.98,20673000.0,1916,ES,ESP
africa,South Sudan,846.0,26.67,1616451.0,1916,SS,SSD
africa,Somalia,788.0,29.4,1828412.0,1916,SO,SOM
europe,United Kingdom,9377.0,47.73,43473615.0,1916,GB,GBR
asia,Singapore,2222.0,34.0,351000.0,1916,SG,SGP
africa,Seychelles,1382.0,49.07,23979.0,1916,SC,SYC
europe,Serbia,3307.0,21.0,4993005.0,1916,RS,SRB
africa,Senegal,832.0,25.2,1923334.0,1916,SN,SEN
asia,Saudi Arabia,1024.0,32.1,2709610.0,1916,SA,SAU
africa,Sao Tome and Principe,1054.0,31.0,46548.0,1916,ST,STP
europe,Slovenia,3430.0,36.6,1092425.0,1916,SI,SVN
africa,Rwanda,499.0,26.0,1679691.0,1916,RW,RWA
asia,Vanuatu,834.0,24.3,41412.0,1916,VU,VUT
americas,Puerto Rico,2438.0,38.34,1235000.0,1916,PR,PRI
europe,Portugal,2285.0,35.6,5996000.0,1916,PT,PRT
europe,Poland,3087.0,45.27,25498404.0,1916,PL,POL
asia,Pakistan,1377.0,24.3,20506126.0,1916,PK,PAK
asia,Samoa,1997.0,25.4,36986.0,1916,WS,WSM
asia,Myanmar,1435.0,30.8,12650000.0,1916,MM,MMR
americas,Argentina,6363.0,47.0,8226000.0,1916,AR,ARG
europe,Georgia,1139.0,36.67,2583177.0,1916,GE,GEO
americas,Brazil,1471.0,31.98,25197000.0,1916,BR,BRA
americas,Honduras,2304.0,33.9,685000.0,1916,HN,HND
americas,Dominican Republic,1160.0,29.9,803000.0,1916,DO,DOM
africa,Djibouti,1173.0,29.9,47754.0,1916,DJ,DJI
europe,Greece,3757.0,43.59,5541000.0,1916,GR,GRC
americas,Ecuador,1129.0,32.9,1731000.0,1916,EC,ECU
europe,Croatia,3279.0,36.1,2855506.0,1916,HR,HRV
americas,Costa Rica,2272.0,35.1,400000.0,1916,CR,CRI
africa,Niger,715.0,30.8,2059649.0,1916,NE,NER
europe,Denmark,7219.0,56.97,3092000.0,1916,DK,DNK
africa,Malawi,356.0,30.3,1079787.0,1916,MW,MWI
americas,Antigua and Barbuda,1528.0,33.54,30984.0,1916,AG,ATG
asia,Kuwait,2449.0,26.0,106530.0,1916,KW,KWT
africa,Guinea-Bissau,842.0,32.0,413254.0,1916,GW,GNB
americas,Trinidad and Tobago,2181.0,38.8,367000.0,1916,TT,TTO
asia,China,968.0,32.0,451753001.0,1916,CN,CHN
americas,Chile,4309.0,32.14,3550005.0,1916,CL,CHL
africa,Ghana,1305.0,28.0,2196088.0,1916,GH,GHA
africa,Central African Republic,703.0,30.0,758076.0,1916,CF,CAF
americas,Bahamas,3016.0,35.18,54479.0,1916,BS,BHS
europe,Netherlands,6500.0,56.16,6516000.0,1916,NL,NLD
asia,India,1370.0,24.11,256233391.0,1916,IN,IND
africa,Eritrea,686.0,30.2,728434.0,1916,ER,ERI
europe,Sweden,5410.0,58.22,5745769.0,1916,SE,SWE
americas,Aruba,1681.0,34.42,31864.0,1916,AW,ABW
asia,Sri Lanka,1908.0,32.76,4971000.0,1916,LK,LKA
europe,Greenland,1165.0,32.87,18292.0,1916,GL,GRL
asia,Solomon Islands,531.0,25.1,87855.0,1916,SB,SLB
africa,Lesotho,420.0,32.8,568488.0,1916,LS,LSO
asia,Bahrain,2727.0,30.3,84205.0,1916,BH,BHR
asia,Qatar,2290.0,30.8,18389.0,1916,QA,QAT
europe,Belgium,5187.0,42.0,7762000.0,1916,BE,BEL
africa,Angola,1108.0,26.98,3141426.0,1916,AO,AGO
asia,Afghanistan,841.0,27.02,5896123.0,1916,AF,AFG
europe,Austria,5269.0,47.94,6825000.0,1916,AT,AUT
africa,Algeria,2206.0,28.29,5708298.0,1916,DZ,DZA
africa,South Africa,4836.0,33.5,6564930.0,1916,ZA,ZAF
africa,Gabon,423.0,30.6,352984.0,1916,GA,GAB
americas,Canada,7747.0,54.77,8214000.0,1916,CA,CAN
europe,Armenia,967.0,38.8,992485.0,1916,AM,ARM
africa,Ethiopia,544.0,29.7,11414232.0,1916,ET,ETH
africa,Cameroon,1011.0,28.75,2473173.0,1916,CM,CMR
africa,Gambia,890.0,28.8,210780.0,1916,GM,GMB
asia,Philippines,1682.0,30.9,8650984.0,1916,PH,PHL
europe,Montenegro,2575.0,35.4,295256.0,1916,ME,MNE
europe,Belarus,1260.0,37.37,5672860.0,1916,BY,BLR
africa,Burundi,465.0,31.5,1888541.0,1916,BI,BDI
africa,Burkina Faso,536.0,29.2,3346324.0,1916,BF,BFA
americas,Barbados,1792.0,32.12,164329.0,1916,BB,BRB
europe,Germany,4633.0,38.99,66076000.0,1916,DE,DEU
asia,Bangladesh,1182.0,23.2,32265266.0,1916,BD,BGD
americas,Belize,1136.0,29.88,42426.0,1916,BZ,BLZ
asia,Cambodia,1044.0,35.0,3157738.0,1916,KH,KHM
africa,Benin,957.0,31.0,1619992.0,1916,BJ,BEN
asia,Bhutan,762.0,28.8,142929.0,1916,BT,BTN
asia,Fiji,1163.0,26.1,148257.0,1916,FJ,FJI
americas,El Salvador,2187.0,28.7,1074000.0,1916,SV,SLV
africa,Mauritius,1532.0,32.62,372484.0,1916,MU,MUS
americas,Cuba,3643.0,36.51,2664000.0,1916,CU,CUB
europe,Bulgaria,2226.0,44.09,4867763.0,1916,BG,BGR
americas,Guyana,2382.0,32.87,321667.0,1916,GY,GUY
africa,Egypt,1392.0,33.0,12720349.0,1916,EG,EGY
europe,Romania,3128.0,35.7,12446513.0,1916,RO,ROU
europe,Finland,3174.0,48.03,3105000.0,1916,FI,FIN
americas,Colombia,1573.0,32.0,5609000.0,1916,CO,COL
europe,Bosnia and Herzegovina,1169.0,35.1,1975586.0,1916,BA,BIH
africa,Comoros,783.0,32.1,119713.0,1916,KM,COM
americas,Grenada,1444.0,37.3,66498.0,1916,GD,GRD
americas,Guatemala,1877.0,25.82,1624442.0,1916,GT,GTM
americas,Uruguay,6323.0,32.9,1269000.0,1916,UY,URY
africa,Libya,3414.0,33.1,868482.0,1916,LY,LBY
americas,Nicaragua,2704.0,25.4,712419.0,1916,NI,NIC
africa,Togo,1073.0,31.3,1035503.0,1916,TG,TGO
americas,Haiti,1687.0,29.0,1988000.0,1916,HT,HTI
asia,Jordan,1775.0,31.7,355256.0,1916,JO,JOR
europe,Hungary,3414.0,41.14,7886955.0,1916,HU,HUN
africa,Sierra Leone,1159.0,25.1,1509767.0,1916,SL,SLE
europe,Iceland,2796.0,54.53,114645.0,1916,IS,ISL
asia,Indonesia,1395.0,30.0,48953900.0,1916,ID,IDN
asia,Iraq,1759.0,31.2,2784343.0,1916,IQ,IRQ
europe,Ireland,4479.0,55.07,3040385.0,1916,IE,IRL
asia,Israel,978.0,32.0,431666.0,1916,IL,ISR
europe,Italy,5723.0,39.27,38142000.0,1916,IT,ITA
americas,Jamaica,1130.0,35.6,845000.0,1916,JM,JAM
asia,Japan,2438.0,41.13,53815000.0,1916,JP,JPN
asia,Malaysia,1694.0,30.6,3271000.0,1916,MY,MYS
africa,Chad,690.0,30.9,1432000.0,1916,TD,TCD
asia,Kazakhstan,2549.0,31.0,4911559.0,1916,KZ,KAZ
